CaO+MgO,Al2O3,TiO2,Fe2O3*,MnO,MgO,CaO,Na2O,K2O,P2O5,S,Zn,Pb,Cu,Cd,Cr,Ni,Sc,V,Ba,Sr,Li,Rb,Y,Zr,Nb,Cs,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Th,U,Type de roche
0.000123539,1.63E-06,4.75E-08,1.91E-07,6.26E-08,5.05E-05,7.10E-05,4.56E-08,3.61E-07,3.65E-08,0.000764914,0.000116283,1.92E-05,5.49E-06,8.20E-07,6.28E-06,7.38E-06,6.52E-07,9.32E-06,7.72E-05,0.000165399,4.21E-06,1.79E-06,8.61E-06,1.78E-05,7.48E-07,1.25E-07,4.23E-06,4.12E-06,9.80E-07,3.81E-06,7.08E-07,1.88E-07,8.18E-07,1.17E-07,8.66E-07,2.12E-07,6.50E-07,7.50E-08,3.57E-07,4.89E-08,4.22E-07,4.57E-08,1.46E-06,2.44E-06,R. carbonat̩es
0.000123539,7.60E-08,1.42E-09,4.56E-07,6.26E-08,5.05E-05,7.10E-05,7.27E-08,1.84E-08,3.65E-08,0.000306179,6.15E-06,1.92E-05,2.91E-06,8.20E-07,6.28E-06,7.38E-06,6.52E-07,4.10E-06,2.08E-05,0.000165399,7.50E-06,3.58E-07,4.79E-06,1.46E-06,3.06E-07,5.32E-08,2.72E-06,2.13E-06,6.01E-07,1.92E-06,3.96E-07,9.18E-08,3.93E-07,5.94E-08,4.46E-07,1.15E-07,3.59E-07,4.21E-08,1.94E-07,2.61E-08,2.95E-08,1.78E-08,4.95E-08,2.44E-06,R. carbonat̩es
0.000123539,7.60E-08,1.42E-09,9.54E-07,6.26E-08,5.05E-05,7.10E-05,4.56E-08,7.40E-08,3.65E-08,0.002259728,6.15E-06,1.92E-05,1.37E-05,8.20E-07,6.28E-06,7.38E-06,6.52E-07,4.10E-06,9.45E-06,0.000165399,4.21E-06,1.79E-06,4.79E-06,3.58E-06,3.06E-07,1.25E-07,2.72E-06,2.13E-06,6.01E-07,1.92E-06,3.96E-07,9.18E-08,3.93E-07,5.94E-08,4.46E-07,1.15E-07,3.59E-07,7.50E-08,3.57E-07,2.61E-08,7.35E-08,1.78E-08,4.95E-08,5.06E-06,R. carbonat̩es
0.000123539,7.60E-08,1.42E-09,4.56E-07,3.39E-08,5.05E-05,7.10E-05,4.56E-08,1.84E-08,3.65E-08,0.000764914,6.15E-06,1.92E-05,5.49E-06,8.20E-07,3.06E-05,7.38E-06,6.52E-07,9.32E-06,9.45E-06,0.000165399,7.50E-06,3.58E-07,4.79E-06,3.58E-06,3.06E-07,5.32E-08,2.72E-06,2.13E-06,6.01E-07,1.92E-06,3.96E-07,9.18E-08,3.93E-07,5.94E-08,4.46E-07,1.15E-07,3.59E-07,4.21E-08,1.94E-07,2.61E-08,2.95E-08,1.78E-08,4.95E-08,5.06E-06,R. carbonat̩es
0.000123539,1.63E-06,4.75E-08,9.54E-07,3.39E-08,5.05E-05,7.10E-05,4.56E-08,3.61E-07,1.80E-06,0.002259728,0.000116283,7.72E-05,1.37E-05,8.20E-07,1.09E-05,1.89E-05,2.08E-06,3.16E-05,2.08E-05,0.000165399,4.21E-06,1.02E-05,2.64E-05,1.78E-05,7.48E-07,4.95E-07,2.02E-05,2.26E-05,3.27E-06,1.58E-05,3.22E-06,7.08E-07,3.75E-06,5.21E-07,3.32E-06,7.57E-07,2.37E-06,1.99E-07,1.13E-06,1.50E-07,4.22E-07,4.57E-08,1.46E-06,2.44E-06,R. carbonat̩es
0.000123539,1.63E-06,4.75E-08,4.56E-07,6.26E-08,5.05E-05,7.10E-05,7.27E-08,3.61E-07,1.26E-07,0.002259728,1.40E-05,1.92E-05,1.37E-05,8.20E-07,3.06E-05,1.89E-05,2.08E-06,3.16E-05,7.72E-05,0.000342996,4.21E-06,1.02E-05,2.64E-05,1.78E-05,1.90E-06,4.95E-07,2.02E-05,2.26E-05,3.27E-06,1.58E-05,3.22E-06,7.08E-07,3.75E-06,5.21E-07,3.32E-06,7.57E-07,2.37E-06,7.50E-08,3.57E-07,4.89E-08,4.22E-07,1.30E-07,1.46E-06,5.06E-06,R. carbonat̩es
0.000123539,1.63E-06,4.75E-08,4.56E-07,2.35E-07,5.05E-05,7.10E-05,4.56E-08,3.61E-07,3.65E-08,0.002259728,6.15E-06,1.92E-05,1.37E-05,8.20E-07,6.28E-06,1.89E-05,2.08E-06,3.16E-05,7.72E-05,0.000165399,1.60E-05,1.02E-05,8.61E-06,1.78E-05,1.90E-06,4.95E-07,2.02E-05,4.12E-06,3.27E-06,3.81E-06,7.08E-07,1.88E-07,8.18E-07,1.17E-07,8.66E-07,2.12E-07,6.50E-07,1.99E-07,1.13E-06,1.50E-07,4.22E-07,4.57E-08,1.46E-06,6.74E-05,R. carbonat̩es
0.000123539,2.45E-07,6.35E-09,4.56E-07,3.39E-08,5.05E-05,7.10E-05,4.56E-08,7.40E-08,3.65E-08,0.000764914,6.15E-06,1.92E-05,2.91E-06,8.20E-07,3.06E-05,7.38E-06,6.52E-07,9.32E-06,2.08E-05,9.86E-05,7.50E-06,1.79E-06,4.79E-06,1.46E-06,3.06E-07,1.25E-07,2.72E-06,2.13E-06,9.80E-07,1.92E-06,3.96E-07,9.18E-08,3.93E-07,5.94E-08,4.46E-07,1.15E-07,3.59E-07,4.21E-08,1.94E-07,2.61E-08,7.35E-08,1.78E-08,1.59E-07,2.44E-06,R. carbonat̩es
0.000137438,1.63E-06,4.75E-08,9.54E-07,3.39E-08,5.05E-05,7.10E-05,4.56E-08,3.61E-07,1.80E-06,0.002259728,6.15E-06,1.92E-05,1.37E-05,8.20E-07,3.06E-05,1.89E-05,6.52E-07,3.16E-05,7.72E-05,9.86E-05,1.60E-05,1.02E-05,2.64E-05,1.78E-05,1.90E-06,4.95E-07,2.02E-05,2.26E-05,3.27E-06,1.58E-05,3.22E-06,7.08E-07,3.75E-06,5.21E-07,3.32E-06,7.57E-07,2.37E-06,1.99E-07,1.13E-06,1.50E-07,4.22E-07,1.30E-07,1.46E-06,2.44E-06,R. carbonat̩es
0.000137438,2.45E-07,1.42E-09,9.54E-07,2.35E-07,5.74E-05,8.03E-05,4.56E-08,1.84E-08,1.26E-07,0.002259728,6.15E-06,1.92E-05,5.49E-06,8.20E-07,1.09E-05,7.38E-06,6.52E-07,9.32E-06,2.08E-05,9.86E-05,4.21E-06,1.79E-06,4.79E-06,1.46E-06,3.06E-07,1.25E-07,2.72E-06,2.13E-06,6.01E-07,1.92E-06,3.96E-07,9.18E-08,3.93E-07,5.94E-08,4.46E-07,1.15E-07,3.59E-07,4.21E-08,1.94E-07,2.61E-08,2.95E-08,1.78E-08,4.95E-08,2.44E-06,R. carbonat̩es
0.000137438,1.63E-06,4.75E-08,9.54E-07,2.35E-07,5.74E-05,8.03E-05,4.56E-08,3.61E-07,1.80E-06,0.000764914,0.000116283,1.92E-05,5.49E-06,8.20E-07,1.09E-05,7.38E-06,6.52E-07,9.32E-06,7.72E-05,9.86E-05,1.60E-05,1.02E-05,2.64E-05,1.78E-05,3.06E-07,1.25E-07,2.02E-05,2.26E-05,3.27E-06,1.58E-05,3.22E-06,7.08E-07,3.75E-06,5.21E-07,3.32E-06,7.57E-07,2.37E-06,1.99E-07,1.13E-06,1.50E-07,4.22E-07,1.78E-08,1.46E-06,6.74E-05,R. carbonat̩es
0.000111237,7.55E-08,2.70E-09,6.59E-06,1.41E-07,4.51E-05,6.62E-05,5.24E-08,1.48E-08,6.89E-08,0.044837383,1.68E-05,3.43E-05,5.07E-06,7.05E-07,7.70E-06,2.17E-05,5.92E-06,7.10E-06,1.02E-05,0.000228538,2.70E-05,3.51E-07,5.87E-06,1.98E-06,2.72E-07,6.57E-08,2.82E-06,2.57E-06,6.40E-07,2.11E-06,4.53E-07,1.51E-07,4.82E-07,7.57E-08,5.63E-07,1.44E-07,4.53E-07,5.40E-08,2.66E-07,3.71E-08,4.77E-08,1.96E-08,8.51E-08,2.35E-06,Pyrite
0.000130943,7.55E-08,2.70E-09,4.18E-06,5.52E-08,5.34E-05,7.57E-05,5.24E-08,1.48E-08,4.39E-08,0.026574703,5.08E-05,3.43E-05,5.07E-06,1.05E-06,7.70E-06,1.55E-05,5.92E-06,7.10E-06,1.02E-05,0.00013392,2.70E-05,3.51E-07,5.87E-06,1.98E-06,2.72E-07,6.57E-08,2.82E-06,2.57E-06,6.40E-07,2.11E-06,4.53E-07,1.51E-07,4.82E-07,7.57E-08,5.63E-07,1.44E-07,4.53E-07,5.40E-08,2.66E-07,3.71E-08,4.77E-08,1.96E-08,8.51E-08,1.80E-06,Pyrite
0.00012797,1.62E-06,1.28E-07,4.18E-06,5.52E-08,5.53E-05,7.43E-05,6.16E-08,1.83E-06,4.39E-08,0.026574703,1.68E-05,3.43E-05,8.03E-06,7.05E-07,1.52E-05,1.55E-05,5.92E-06,3.26E-05,6.40E-05,0.00013392,4.15E-05,3.72E-05,1.68E-05,3.87E-05,1.85E-06,1.21E-06,9.44E-06,1.51E-05,2.34E-06,1.06E-05,2.40E-06,9.44E-07,2.69E-06,3.94E-07,2.59E-06,5.62E-07,1.65E-06,2.05E-07,1.16E-06,1.70E-07,1.01E-06,2.61E-07,2.09E-06,3.77E-06,Pyrite
0.000111237,3.59E-06,6.45E-08,1.40E-05,9.51E-07,4.51E-05,6.62E-05,8.69E-08,6.89E-07,9.06E-08,0.066786071,2.44E-05,6.14E-05,0.000292194,1.55E-06,2.61E-05,0.000110809,6.50E-06,6.96E-05,0.000265856,0.000187859,2.70E-05,1.58E-05,2.74E-05,1.38E-05,3.69E-06,4.67E-07,1.84E-05,3.64E-05,4.86E-06,2.16E-05,5.14E-06,5.64E-07,5.76E-06,8.33E-07,5.18E-06,1.04E-06,2.97E-06,3.73E-07,2.14E-06,3.12E-07,3.26E-07,1.15E-07,8.91E-07,1.80E-06,Pyrite
7.62E-05,9.57E-07,4.03E-08,9.87E-06,1.07E-06,2.12E-05,5.50E-05,1.04E-07,2.31E-08,1.27E-08,0.016358638,3.86E-05,6.71E-06,0.019159883,1.22E-06,1.17E-05,4.78E-05,1.03E-05,1.97E-05,3.06E-05,0.000199847,3.30E-06,6.71E-07,9.37E-05,9.82E-06,9.33E-07,2.49E-07,7.85E-06,1.74E-05,2.82E-06,1.52E-05,7.15E-06,8.29E-07,1.53E-05,3.09E-06,2.21E-05,4.55E-06,1.35E-05,1.78E-06,1.03E-05,1.36E-06,3.99E-07,1.17E-07,6.83E-07,1.57E-06,Chalcopyrites
8.31E-05,1.69E-06,6.80E-08,2.77E-05,1.31E-06,2.36E-05,5.95E-05,9.90E-08,5.79E-07,1.71E-08,0.050148611,3.79E-05,6.71E-06,0.018306388,2.98E-06,2.03E-05,0.000216743,7.41E-06,6.22E-05,4.32E-05,0.000534736,1.91E-06,1.37E-05,6.57E-05,1.74E-05,1.12E-06,3.72E-07,1.39E-05,3.48E-05,5.53E-06,2.71E-05,1.04E-05,4.32E-06,1.64E-05,2.82E-06,1.64E-05,2.83E-06,7.33E-06,8.55E-07,4.43E-06,5.86E-07,5.70E-07,9.80E-08,1.27E-06,1.40E-06,Chalcopyrites
0.000121718,1.53E-07,5.12E-09,3.28E-06,8.15E-08,5.09E-05,7.08E-05,4.75E-08,5.89E-08,7.80E-08,0.026288521,0.022335053,0.023898959,6.44E-05,9.30E-05,2.73E-05,0.000135461,9.67E-07,8.99E-06,0.000265591,0.000166219,1.82E-05,8.22E-07,9.19E-06,2.56E-06,6.02E-07,1.10E-07,3.31E-06,2.69E-06,9.38E-07,3.18E-06,6.50E-07,1.50E-07,6.79E-07,1.06E-07,7.76E-07,2.02E-07,6.44E-07,8.13E-08,3.88E-07,5.40E-08,4.84E-08,1.87E-08,1.13E-07,3.90E-06,Gal̬ne
7.41E-05,2.65E-07,1.24E-09,6.17E-05,8.15E-08,2.99E-05,4.42E-05,2.64E-08,1.56E-07,3.70E-08,0.486877864,0.022335053,0.023898959,6.44E-05,9.30E-05,2.73E-05,0.000135461,9.67E-07,5.43E-06,1.20E-05,0.00012289,1.82E-05,4.78E-06,6.54E-06,8.98E-07,3.21E-07,4.37E-07,5.08E-06,4.16E-06,5.87E-07,2.11E-06,3.87E-07,2.84E-07,4.35E-07,7.03E-08,5.47E-07,1.46E-07,4.70E-07,6.05E-08,2.84E-07,3.81E-08,2.00E-08,9.09E-09,3.73E-08,1.95E-06,Gal̬ne
7.41E-05,1.53E-07,1.24E-09,3.28E-06,9.97E-08,2.99E-05,4.42E-05,2.64E-08,5.89E-08,3.70E-08,0.026288521,0.065263057,0.167069582,0.000491511,0.000242344,2.73E-05,0.000135461,9.67E-07,5.43E-06,1.20E-05,0.00012289,1.82E-05,8.22E-07,6.54E-06,8.98E-07,3.21E-07,1.10E-07,3.31E-06,2.69E-06,5.87E-07,2.11E-06,3.87E-07,1.50E-07,4.35E-07,7.03E-08,5.47E-07,1.46E-07,4.70E-07,6.05E-08,2.84E-07,3.81E-08,2.00E-08,9.09E-09,3.73E-08,1.95E-06,Gal̬ne
0.00012328,6.92E-08,9.41E-10,1.24E-06,1.35E-07,5.15E-05,7.18E-05,4.18E-08,2.08E-08,1.01E-07,0.003461952,0.006843509,1.63E-05,1.09E-05,2.60E-05,9.05E-06,1.11E-05,1.08E-06,1.48E-05,9.94E-06,0.000195814,7.64E-06,3.92E-07,7.96E-06,9.65E-07,2.43E-07,5.58E-08,3.06E-06,2.53E-06,7.37E-07,2.33E-06,5.15E-07,1.20E-07,5.15E-07,8.21E-08,6.40E-07,1.59E-07,6.49E-07,5.96E-08,2.85E-07,3.74E-08,2.47E-08,1.41E-08,7.30E-08,5.20E-06,Spahlerite
0.000131814,3.08E-07,8.80E-09,1.24E-06,2.22E-07,5.53E-05,7.66E-05,5.58E-08,1.41E-07,1.73E-08,0.003461952,0.006843509,1.63E-05,1.09E-05,2.60E-05,1.16E-05,1.10E-05,1.08E-06,3.86E-05,6.18E-05,0.000156985,7.64E-06,2.94E-06,5.99E-06,4.07E-06,1.31E-06,1.87E-07,3.88E-06,3.75E-06,9.28E-07,3.42E-06,6.79E-07,1.78E-07,7.41E-07,1.12E-07,8.49E-07,2.07E-07,5.04E-07,7.81E-08,3.88E-07,5.47E-08,1.00E-07,1.14E-07,2.60E-07,3.31E-06,Spahlerite
0.00012328,6.92E-08,9.41E-10,3.16E-06,1.35E-07,5.15E-05,7.18E-05,4.18E-08,2.08E-08,1.73E-08,0.021138258,0.021425633,0.007547562,3.99E-05,8.49E-05,9.05E-06,1.10E-05,1.08E-06,1.48E-05,9.94E-06,0.000156985,7.64E-06,3.92E-07,5.99E-06,9.65E-07,2.43E-07,5.58E-08,3.06E-06,2.53E-06,7.37E-07,2.33E-06,5.15E-07,1.20E-07,5.15E-07,8.21E-08,6.40E-07,1.59E-07,5.04E-07,5.96E-08,2.85E-07,3.74E-08,2.47E-08,1.41E-08,7.30E-08,3.31E-06,Spahlerite
8.17E-06,1.38E-05,5.31E-07,2.78E-05,5.80E-08,6.24E-06,1.93E-06,2.28E-07,4.98E-06,1.95E-07,0.011681143,5.45E-05,2.38E-05,0.000144576,3.46E-06,8.11E-05,2.90E-05,8.54E-06,7.51E-05,0.000432263,4.20E-05,3.21E-05,0.000106831,1.10E-05,0.000111156,1.01E-05,8.48E-06,1.94E-05,3.66E-05,4.60E-06,1.74E-05,3.07E-06,7.90E-07,3.30E-06,3.55E-07,2.28E-06,4.82E-07,1.57E-06,2.34E-07,1.48E-06,2.47E-07,2.71E-06,7.66E-07,7.42E-06,2.39E-06,S̩diments terrig̬nes
8.17E-06,1.38E-05,1.26E-06,2.22E-06,7.50E-09,1.98E-05,5.55E-07,2.28E-07,4.98E-06,1.95E-07,0.011681143,5.45E-05,5.74E-05,0.000144576,1.68E-06,0.000278802,0.000238495,1.65E-05,0.000767681,0.000432263,4.20E-05,3.21E-05,0.000106831,5.10E-05,0.00024595,1.01E-05,4.57E-06,4.57E-05,7.95E-05,1.06E-05,4.21E-05,7.73E-06,1.65E-06,8.06E-06,1.56E-06,9.20E-06,1.87E-06,5.92E-06,8.98E-07,5.76E-06,9.16E-07,2.71E-06,1.28E-06,1.54E-05,1.85E-05,S̩diments terrig̬nes
3.66E-06,2.83E-05,2.09E-06,6.89E-06,7.50E-09,2.87E-06,5.55E-07,1.42E-06,1.09E-05,9.65E-08,0.011681143,5.45E-05,3.42E-05,0.000610487,2.09E-06,0.000185158,7.69E-05,2.94E-05,0.000767681,0.000432263,4.20E-05,1.41E-05,0.000106831,1.10E-05,0.00024595,2.08E-05,2.14E-06,1.94E-05,3.66E-05,4.60E-06,1.74E-05,3.07E-06,7.90E-07,3.30E-06,3.55E-07,2.28E-06,4.82E-07,1.57E-06,2.34E-07,1.48E-06,5.27E-07,6.57E-06,1.28E-06,7.42E-06,5.59E-06,S̩diments terrig̬nes
3.66E-06,2.83E-05,1.26E-06,2.78E-05,7.50E-09,6.24E-06,5.55E-07,6.17E-07,1.09E-05,9.65E-08,0.066165213,0.000139786,5.74E-05,0.000144576,3.46E-06,0.000185158,0.000238495,2.94E-05,0.000283996,0.003958672,7.71E-05,5.96E-05,0.000210872,2.85E-05,0.00024595,2.08E-05,8.48E-06,4.57E-05,7.95E-05,1.06E-05,4.21E-05,7.73E-06,1.65E-06,8.06E-06,9.02E-07,5.51E-06,1.12E-06,3.49E-06,5.27E-07,3.31E-06,5.27E-07,6.57E-06,1.68E-06,1.54E-05,5.59E-06,S̩diments terrig̬nes
8.17E-06,3.65E-05,2.09E-06,6.89E-06,2.81E-08,2.87E-06,1.93E-06,6.17E-07,2.09E-05,1.95E-07,0.066165213,3.19E-05,2.38E-05,1.01E-05,1.68E-06,0.000278802,7.69E-05,1.65E-05,0.000283996,0.001309423,0.0002406,1.41E-05,0.000291025,5.10E-05,0.000404282,3.02E-05,4.57E-06,8.16E-05,0.000152368,1.89E-05,7.18E-05,1.26E-05,2.64E-06,1.27E-05,1.56E-06,9.20E-06,1.87E-06,5.92E-06,8.98E-07,5.76E-06,9.16E-07,1.17E-05,7.66E-07,2.74E-05,1.85E-05,S̩diments terrig̬nes
4.04E-05,1.38E-05,5.31E-07,6.89E-06,2.81E-08,1.98E-05,2.09E-05,1.42E-06,4.98E-06,2.33E-07,0.001195476,0.000139786,3.42E-05,1.01E-05,1.68E-06,8.11E-05,7.69E-05,1.65E-05,7.51E-05,0.001309423,0.0002406,5.96E-05,0.000210872,2.85E-05,0.000111156,2.08E-05,4.57E-06,4.57E-05,7.95E-05,1.06E-05,4.21E-05,7.73E-06,2.64E-06,8.06E-06,9.02E-07,5.51E-06,1.12E-06,3.49E-06,5.27E-07,3.31E-06,2.47E-07,6.57E-06,1.28E-06,1.54E-05,2.39E-06,S̩diments terrig̬nes
3.66E-06,2.83E-05,5.31E-07,2.22E-06,2.81E-08,2.87E-06,1.93E-06,6.17E-07,1.09E-05,9.65E-08,0.001195476,3.19E-05,2.38E-05,1.01E-05,1.68E-06,8.11E-05,2.90E-05,8.54E-06,7.51E-05,0.003958672,7.71E-05,3.21E-05,0.000210872,1.10E-05,0.000111156,1.01E-05,2.14E-06,1.94E-05,3.66E-05,4.60E-06,1.74E-05,3.07E-06,7.90E-07,3.30E-06,3.55E-07,2.28E-06,4.82E-07,1.57E-06,2.34E-07,1.48E-06,2.47E-07,2.71E-06,7.66E-07,7.42E-06,2.39E-06,S̩diments terrig̬nes
3.66E-06,3.65E-05,1.26E-06,2.22E-06,7.50E-09,2.87E-06,5.55E-07,2.28E-07,2.09E-05,2.33E-07,0.001195476,3.19E-05,2.38E-05,0.000610487,2.09E-06,0.000185158,2.90E-05,8.54E-06,0.000283996,0.001309423,4.20E-05,1.41E-05,0.000291025,2.85E-05,0.000404282,3.02E-05,2.14E-06,8.16E-05,0.000152368,1.89E-05,7.18E-05,1.26E-05,1.65E-06,1.27E-05,9.02E-07,5.51E-06,1.12E-06,3.49E-06,5.27E-07,3.31E-06,5.27E-07,1.17E-05,1.68E-06,2.74E-05,5.59E-06,S̩diments terrig̬nes
4.04E-05,1.38E-05,5.31E-07,2.22E-06,5.80E-08,6.24E-06,2.09E-05,2.28E-07,4.98E-06,9.65E-08,0.001195476,3.19E-05,3.42E-05,1.01E-05,2.09E-06,8.11E-05,2.90E-05,8.54E-06,7.51E-05,0.000432263,7.71E-05,1.41E-05,0.000106831,1.10E-05,0.000111156,1.01E-05,2.14E-06,1.94E-05,3.66E-05,4.60E-06,1.74E-05,3.07E-06,7.90E-07,3.30E-06,3.55E-07,2.28E-06,4.82E-07,1.57E-06,2.34E-07,1.48E-06,2.47E-07,2.71E-06,7.66E-07,7.42E-06,2.39E-06,S̩diments terrig̬nes
0.000137438,1.63E-06,4.75E-08,4.56E-07,2.35E-07,5.74E-05,8.03E-05,7.27E-08,3.61E-07,1.80E-06,0.002259728,0.000116283,1.92E-05,1.37E-05,8.20E-07,3.06E-05,1.89E-05,6.52E-07,3.16E-05,2.08E-05,0.000165399,7.50E-06,1.02E-05,8.61E-06,3.58E-06,7.48E-07,1.25E-07,2.02E-05,2.26E-05,3.27E-06,1.58E-05,3.22E-06,7.08E-07,3.75E-06,5.21E-07,8.66E-07,2.12E-07,6.50E-07,7.50E-08,3.57E-07,4.89E-08,4.22E-07,4.57E-08,1.46E-06,2.44E-06,R. carbonat̩es