CaO+MgO,Fe2O3*,MgO,CaO,S,Zn,Pb,Cu,Type de roche
0.000136237,2.35E-07,6.69E-05,9.38E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000155063,2.35E-07,6.69E-05,9.38E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000155063,8.40E-07,6.69E-05,9.38E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000155063,2.35E-07,6.07E-05,8.71E-05,0.000447599,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.00014565,5.38E-07,4.82E-05,8.04E-05,0.00247769,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,5.38E-07,6.07E-05,8.71E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,2.35E-07,6.07E-05,8.71E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,8.40E-07,6.07E-05,8.71E-05,0.001800993,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,2.35E-07,6.07E-05,8.71E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,5.38E-07,6.07E-05,8.71E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,8.40E-07,6.07E-05,8.71E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,5.38E-07,6.07E-05,8.71E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,2.35E-07,6.07E-05,8.71E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,1.14E-06,6.07E-05,8.71E-05,0.00247769,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.00014565,2.35E-07,6.07E-05,8.71E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,2.35E-07,6.07E-05,8.71E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,1.14E-06,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,5.38E-07,6.07E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,5.38E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.00014565,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.00014565,5.38E-07,6.07E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.00014565,1.14E-06,6.07E-05,8.04E-05,0.001124296,0.000108425,2.23E-05,1.11E-05,R. carbonat̩es
0.000136237,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,6.07E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,6.07E-05,8.04E-05,0.001800993,3.80E-05,2.23E-05,1.76E-05,R. carbonat̩es
0.000136237,1.14E-06,6.07E-05,8.04E-05,0.000447599,0.000108425,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,8.03E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,5.13E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,6.07E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,1.14E-06,6.07E-05,8.04E-05,0.001800993,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.00247769,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,5.13E-05,1.11E-05,R. carbonat̩es
0.000136237,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,1.14E-06,5.45E-05,8.04E-05,0.001124296,0.000178892,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.001800993,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,7.36E-05,0.00247769,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.001124296,0.000108425,8.03E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,7.36E-05,0.00247769,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,7.36E-05,0.000447599,0.000178892,5.13E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,7.36E-05,0.001800993,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,5.38E-07,5.45E-05,8.04E-05,0.00247769,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000126824,1.14E-06,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,5.38E-07,5.45E-05,7.36E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,2.35E-07,5.45E-05,7.36E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,2.35E-07,5.45E-05,7.36E-05,0.001124296,0.000178892,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,5.38E-07,5.45E-05,7.36E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,5.38E-07,5.45E-05,7.36E-05,0.001800993,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000126824,2.35E-07,5.45E-05,7.36E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,8.40E-07,5.45E-05,7.36E-05,0.003154387,0.000108425,0.000109325,4.53E-06,R. carbonat̩es
0.000126824,5.38E-07,4.82E-05,7.36E-05,0.00247769,3.80E-05,2.23E-05,1.76E-05,R. carbonat̩es
0.000117411,5.38E-07,5.45E-05,7.36E-05,0.003154387,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000117411,5.38E-07,4.82E-05,6.69E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,1.14E-06,4.82E-05,6.69E-05,0.003154387,3.80E-05,2.23E-05,1.76E-05,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000122873,1.01E-05,5.17E-05,7.11E-05,0.055679547,0.003932005,0.003039534,0.000161925,Not_C1
0.000122873,1.01E-05,5.17E-05,7.11E-05,0.055679547,0.003932005,0.003039534,0.000161925,Not_C1
0.000122873,1.01E-05,5.17E-05,7.11E-05,0.018910996,0.003932005,0.003039534,0.000161925,Not_C1
8.82E-05,2.83E-05,3.73E-05,5.09E-05,0.092448097,0.003932005,0.003039534,0.000475751,Not_C1
8.82E-05,1.01E-05,2.29E-05,5.09E-05,0.018910996,0.003932005,0.003039534,0.000161925,Not_C1
8.82E-05,4.65E-05,2.29E-05,7.11E-05,0.092448097,0.003932005,0.003039534,0.000161925,Not_C1
0.000122873,1.01E-05,5.17E-05,7.11E-05,0.018910996,0.003932005,0.015170848,0.000161925,Not_C1
5.34E-05,1.01E-05,8.42E-06,3.06E-05,0.018910996,0.035269192,0.027302162,0.000161925,Not_C1
0.000122873,1.01E-05,5.17E-05,7.11E-05,0.055679547,0.003932005,0.003039534,0.000789576,Not_C1
0.000122873,1.01E-05,5.17E-05,7.11E-05,0.018910996,0.003932005,0.003039534,0.000161925,Not_C1
0.000122873,1.01E-05,5.17E-05,7.11E-05,0.018910996,0.003932005,0.003039534,0.000161925,Not_C1
0.000122873,1.01E-05,5.17E-05,7.11E-05,0.055679547,0.035269192,0.015170848,0.000161925,Not_C1
1.87E-05,4.65E-05,8.42E-06,1.03E-05,0.018910996,0.003932005,0.003039534,0.000161925,Not_C1
1.87E-05,1.01E-05,8.42E-06,1.03E-05,0.018910996,0.003932005,0.003039534,0.000161925,Not_C1
1.87E-05,6.47E-05,8.42E-06,1.03E-05,0.018910996,0.003932005,0.003039534,0.000789576,Not_C1
1.87E-05,1.01E-05,8.42E-06,1.03E-05,0.092448097,0.003932005,0.003039534,0.000161925,Not_C1
1.87E-05,1.01E-05,8.42E-06,1.03E-05,0.055679547,0.003932005,0.003039534,0.000161925,Not_C1
5.34E-05,1.01E-05,3.73E-05,3.06E-05,0.018910996,0.003932005,0.003039534,0.000161925,Not_C1
1.87E-05,1.01E-05,8.42E-06,1.03E-05,0.018910996,0.003932005,0.003039534,0.000161925,Not_C1
1.87E-05,1.01E-05,8.42E-06,1.03E-05,0.018910996,0.003932005,0.003039534,0.000789576,Not_C1
0.000122873,1.01E-05,5.17E-05,7.11E-05,0.018910996,0.003932005,0.003039534,0.000161925,Not_C1
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.003154387,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es